Metabolite,Reference,ID,DOI,tCr_u,tCr_std,IU_u,IU_std,mM_u,mM_std,Group,Tissue,Title,GM,GM_Std,WM,WM_Std,N_Total,Female,Male,Age,Age_Std
GABA,2019_wang_76,10,10.1001/jamapsychiatry.2018.3637,0.0,0.0,2.0,0.18,0.0,0.0,Control,WM,Assessing Brain Metabolism With 7-T Proton Magnetic Resonance Spectroscopy in Patients With First-Episode Psychosis.,0.3,0.18,0.66,0.2,91.0,49.0,42.0,23.3,3.9
GABA,2020_sheth_123,2,10.1152/jn.00765.2019,0.0,0.0,0.41,0.05,0.0,0.0,Control,GM,Increased myoinositol in the anterior cingulate cortex of veterans with a history of traumatic brain injury: a proton magnetic resonance spectroscopy study.,0.6990000000000001,0.028999999999999998,0.3,0.028999999999999998,26.0,0.0,0.0,34.3,9.2
GABA,2021_steinegger_26,1,10.1111/adb.13027,0.0,0.0,4.38,0.75,4.38,0.75,Control,GM,Neurometabolic alterations in the nucleus accumbens of smokers assessed with H-1 magnetic resonance spectroscopy: The role of glutamate and neuroinflammation,0.8075,0.058899999999999994,0.1925,0.058899999999999994,25.0,0.0,20.0,26.3,4.27
Glc,2017_suri_152,1,10.1016/j.neuroimage.2017.03.031,0.431,0.026,0.0,0.0,0.0,0.0,Control,GM,Effect of age and the APOE gene on metabolite concentrations in the posterior cingulate cortex.,0.6,0.03,0.23,0.03,30.0,13.0,17.0,23.87,4.95
Gln,2017_marjanska_354,1,10.1016/j.neuroscience.2017.04.035,0.0,0.0,3.18,0.3298,3.18,0.3298,Control,GM,Region-specific aging of the human brain as evidenced by neurochemical profiles measured noninvasively in the posterior cingulate cortex and the occipital lobe using (1)H magnetic resonance spectroscopy at 7T.,0.61,0.041231,0.228,0.037108,17.0,10.0,7.0,21.0,1
Gln,2017_suri_152,1,10.1016/j.neuroimage.2017.03.031,0.258,0.016,0.0,0.0,0.0,0.0,Control,GM,Effect of age and the APOE gene on metabolite concentrations in the posterior cingulate cortex.,0.6,0.03,0.23,0.03,30.0,13.0,17.0,23.87,4.95
Gln,2018_evans_43,1,10.1038/s41386-018-0057-1,0.29,0.02,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
Gln,2018_evans_43,2,10.1038/s41386-018-0057-1,0.31,0.03,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
Gln,2018_evans_43,3,10.1038/s41386-018-0057-1,0.28,0.03,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
Gln,2018_sheth_276,3,10.1016/j.pscychresns.2018.04.004,0.0,0.0,0.48,0.05,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.7021999999999999,0.03,0.2978,0.03,24.0,5.0,19.0,36.2,9.7
Gln,2018_sheth_276,4,10.1016/j.pscychresns.2018.04.004,0.0,0.0,0.55,0.05,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.6139,0.043,0.3861,0.043,24.0,5.0,19.0,36.2,9.7
Gln,2018_white_43,2,10.1038/s41386-018-0027-7,0.0,0.0,4.59,0.85,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Gln,2018_white_43,3,10.1038/s41386-018-0027-7,0.0,0.0,4.42,0.95,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Gln,2018_white_43,1,10.1038/s41386-018-0027-7,0.0,0.0,4.41,0.87,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Gln,2019_reid_45,1,10.1093/schbul/sbx190,0.0,0.0,1.91,0.23,0.0,0.0,Control,GM,7T Proton Magnetic Resonance Spectroscopy of the Anterior Cingulate Cortex in First-Episode Schizophrenia.,0.7140000000000001,0.078,0.254,0.077,21.0,5.0,16.0,23.5,4.5
Gln,2019_sheth_248,3,10.1016/j.jad.2019.01.037,0.27,0.05,0.58,0.0,0.0,0.0,Control,GM,Reduced gamma-amino butyric acid (GABA) and glutamine in the anterior cingulate cortex (ACC) of veterans exposed to trauma.,0.703,0.03,0.297,0.037000000000000005,28.0,4.0,24.0,35.4,8.6
Gln,2019_strasser_29,1,10.1016/j.euroneuro.2018.12.015,0.0,0.0,4.45,1.05,4.45,1.05,Healthy,GM,Nucleus accumbens neurochemistry in human anxiety: A 7T H-1-MRS study,0.85,0.04,0.12,0.05,38.0,0.0,38.0,25.0,20-30
Gln,2019_wang_76,6,10.1001/jamapsychiatry.2018.3637,0.0,0.0,1.8,0.25,0.0,0.0,Control,GM,Assessing Brain Metabolism With 7-T Proton Magnetic Resonance Spectroscopy in Patients With First-Episode Psychosis.,0.725,0.12,0.17,0.09,91.0,49.0,42.0,23.3,3.9
Gln,2019_wang_76,7,10.1001/jamapsychiatry.2018.3637,0.0,0.0,1.0,0.15,0.0,0.0,Control,WM,Assessing Brain Metabolism With 7-T Proton Magnetic Resonance Spectroscopy in Patients With First-Episode Psychosis.,0.1,0.12,0.88,0.14,91.0,49.0,42.0,23.3,3.9
Gln,2019_wang_76,9,10.1001/jamapsychiatry.2018.3637,0.0,0.0,1.52,0.18,0.0,0.0,Control,WM,Assessing Brain Metabolism With 7-T Proton Magnetic Resonance Spectroscopy in Patients With First-Episode Psychosis.,0.27,0.15,0.75,0.11,91.0,49.0,42.0,23.3,3.9
Gln,2019_wang_76,10,10.1001/jamapsychiatry.2018.3637,0.0,0.0,1.4,0.8,0.0,0.0,Control,WM,Assessing Brain Metabolism With 7-T Proton Magnetic Resonance Spectroscopy in Patients With First-Episode Psychosis.,0.3,0.18,0.66,0.2,91.0,49.0,42.0,23.3,3.9
Gln,2019_wiegers_62,1,10.1007/s00125-019-4862-9,0.0,0.0,1.32,0.44,1.32,0.44,Control,WM,Elevated brain glutamate levels in type 1 diabetes: correlations with glycaemic control and age of disease onset but not with hypoglycaemia awareness status.,0.265,0.042,0.713,0.047,13.0,7.0,6.0,25.5,5.5
Gln,2020_kumar_25,1,10.1038/s41380-018-0104-7,0.0,0.0,1.66,0.31,1.66,0.31,Control,GM,Glutathione and glutamate in schizophrenia: a 7T MRS study.,0.743,0.067,0.111,0.064,45.0,16.0,29.0,27.89,7.54
Gln,2020_kumar_25,2,10.1038/s41380-018-0104-7,0.0,0.0,1.2,0.23,1.2,0.23,Control,GM,Glutathione and glutamate in schizophrenia: a 7T MRS study.,0.637,0.046,0.285,0.051,45.0,16.0,29.0,27.89,7.54
Gln,2020_kumar_25,3,10.1038/s41380-018-0104-7,0.0,0.0,1.57,0.28,1.57,0.28,Control,GM,Glutathione and glutamate in schizophrenia: a 7T MRS study.,0.6759999999999999,0.051,0.226,0.085,45.0,16.0,29.0,27.89,7.54
Gln,2020_sheth_123,2,10.1152/jn.00765.2019,0.0,0.0,0.5,0.04,0.0,0.0,Control,GM,Increased myoinositol in the anterior cingulate cortex of veterans with a history of traumatic brain injury: a proton magnetic resonance spectroscopy study.,0.6990000000000001,0.028999999999999998,0.3,0.028999999999999998,26.0,0.0,0.0,34.3,9.2
Gln,2020_tran_30,1,10.1111/jon.12728,0.6,0.13,0.0,0.0,0.0,0.0,Control,GM,Brain MR Spectroscopy Markers of Encephalopathy Due to Nonalcoholic Steatohepatitis.,0.0,0.0,0.0,0.0,16.0,6.0,10.0,57.8,11.7
Gln,2020_tran_30,2,10.1111/jon.12728,0.41,0.98,0.0,0.0,0.0,0.0,Control,WM,Brain MR Spectroscopy Markers of Encephalopathy Due to Nonalcoholic Steatohepatitis.,0.0,0.0,0.0,0.0,16.0,6.0,10.0,57.8,11.7
Gln,2021_bednarik_15,1,10.3389/fnins.2021.609485,0.0,0.0,2.83,0.21,2.83,0.21,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7240000000000001,0.0178,0.18600000000000003,0.031,12.0,0.0,12.0,26.0,5
Gln,2021_bednarik_15,2,10.3389/fnins.2021.609485,0.0,0.0,2.43,0.21,2.43,0.21,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7340000000000001,0.018000000000000002,0.17800000000000002,0.032,12.0,0.0,12.0,26.0,5
Gln,2021_gajdosik_34,1,10.1002/nbm.4538,0.0,0.0,2.0,1.3,2.0,1.3,Healthy,GM,Hippocampal single-voxel MR spectroscopy with a long echo time at 3 T using semi-LASER sequence,0.659,0.023,0.289,0.036000000000000004,6.0,2.0,1.0,32.5,10.2
Gln,2021_gajdosik_34,2,10.1002/nbm.4538,0.0,0.0,2.7,0.8,2.7,0.8,Healthy,GM,Hippocampal single-voxel MR spectroscopy with a long echo time at 3 T using semi-LASER sequence,0.659,0.023,0.289,0.036000000000000004,6.0,1.0,2.0,32.5,10.2
Gln,2021_godlewska_11,4,10.1038/s41398-021-01477-6,0.0,0.0,3.93,0.467,0.0,0.0,Control,GM,Brain glutamate concentration in men with early psychosis: a magnetic resonance spectroscopy case-control study at 7T.,0.8340000000000001,0.013000000000000001,0.09300000000000001,0.3,18.0,0.0,18.0,27.1,0.8
Gln,2021_godlewska_11,5,10.1038/s41398-021-01477-6,0.0,0.0,2.8,0.424,0.0,0.0,Control,WM,Brain glutamate concentration in men with early psychosis: a magnetic resonance spectroscopy case-control study at 7T.,0.377,0.017,0.607,0.015,18.0,0.0,18.0,27.1,0.8
Gln,2021_godlewska_11,6,10.1038/s41398-021-01477-6,0.0,0.0,3.01,0.6,0.0,0.0,Control,WM,Brain glutamate concentration in men with early psychosis: a magnetic resonance spectroscopy case-control study at 7T.,0.345,0.018000000000000002,0.654,0.018000000000000002,18.0,0.0,18.0,27.1,0.8
Gln,2021_steinegger_26,1,10.1111/adb.13027,0.0,0.0,5.12,1.87,5.12,1.87,Control,GM,Neurometabolic alterations in the nucleus accumbens of smokers assessed with H-1 magnetic resonance spectroscopy: The role of glutamate and neuroinflammation,0.8075,0.058899999999999994,0.1925,0.058899999999999994,25.0,0.0,20.0,26.3,4.27
Glu,2017_marjanska_354,1,10.1016/j.neuroscience.2017.04.035,0.0,0.0,10.74,0.6185,10.74,0.6185,Control,GM,Region-specific aging of the human brain as evidenced by neurochemical profiles measured noninvasively in the posterior cingulate cortex and the occipital lobe using (1)H magnetic resonance spectroscopy at 7T.,0.61,0.041231,0.228,0.037108,17.0,10.0,7.0,21.0,1
Glu,2017_suri_152,1,10.1016/j.neuroimage.2017.03.031,1.243,0.0745,0.0,0.0,0.0,0.0,Control,GM,Effect of age and the APOE gene on metabolite concentrations in the posterior cingulate cortex.,0.6,0.03,0.23,0.03,30.0,13.0,17.0,23.87,4.95
Glu,2018_burger_185,17,10.1016/j.drugalcdep.2017.11.029,1.165,0.17,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
Glu,2018_burger_185,18,10.1016/j.drugalcdep.2017.11.029,1.247,0.232,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
Glu,2018_caravaggio_28,1,10.1016/j.euroneuro.2017.12.002,0.0,0.0,8.88,1.31,0.0,0.0,Healthy,WM,Reduced insulin sensitivity may be related to less striatal glutamate: An (1)H-MRS study in healthy non-obese humans.,0.2921,0.0391,0.6297999999999999,0.0621,17.0,9.0,8.0,28.35,9.53
Glu,2018_caravaggio_28,2,10.1016/j.euroneuro.2017.12.002,0.0,0.0,8.41,1.81,0.0,0.0,Healthy,WM,Reduced insulin sensitivity may be related to less striatal glutamate: An (1)H-MRS study in healthy non-obese humans.,0.2465,0.028399999999999998,0.6658,0.06709999999999999,17.0,9.0,8.0,28.35,9.53
Glu,2018_egerton_23,7,10.1038/s41380-018-0082-9,1.27,0.16,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,8,10.1038/s41380-018-0082-9,1.42,0.08,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,9,10.1038/s41380-018-0082-9,1.3,0.11,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,10,10.1038/s41380-018-0082-9,1.0,0.18,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,11,10.1038/s41380-018-0082-9,1.28,0.19,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,12,10.1038/s41380-018-0082-9,1.04,0.19,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,1,10.1038/s41380-018-0082-9,1.33,0.15,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,2,10.1038/s41380-018-0082-9,1.36,0.11,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,3,10.1038/s41380-018-0082-9,1.34,0.12,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,4,10.1038/s41380-018-0082-9,1.07,0.12,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,5,10.1038/s41380-018-0082-9,1.19,0.17,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
Glu,2018_egerton_23,6,10.1038/s41380-018-0082-9,1.02,0.25,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
Glu,2018_evans_43,1,10.1038/s41386-018-0057-1,1.25,0.02,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
Glu,2018_evans_43,2,10.1038/s41386-018-0057-1,1.28,0.03,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
Glu,2018_evans_43,3,10.1038/s41386-018-0057-1,1.27,0.03,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
Glu,2018_lynn_172,1,10.1016/j.neuroimage.2018.01.069,0.0,0.0,11.9,1.1,11.9,1.1,Control,WM,Differences in steady-state glutamate levels and variability between 'non-task-active' conditions: Evidence from (1)H fMRS of the prefrontal cortex.,0.368,0.038,0.608,0.045,16.0,7.0,9.0,24.3,3.5
Glu,2018_plitman_273,2,10.1016/j.pscychresns.2018.01.004,0.0,0.0,11.69,1.19,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
Glu,2018_plitman_273,5,10.1016/j.pscychresns.2018.01.004,0.0,0.0,11.92,1.45,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
Glu,2018_plitman_273,6,10.1016/j.pscychresns.2018.01.004,0.0,0.0,12.61,1.62,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
Glu,2018_shakory_43,1,10.1038/s41386-018-0163-0,0.0,0.0,10.492,1.377,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,31.0,18.0,13.0,22.2,3.1
Glu,2018_shakory_43,8,10.1038/s41386-018-0163-0,0.0,0.0,10.41,1.47,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,18.0,0.0,0.0,22.2,3.1
Glu,2018_shakory_43,9,10.1038/s41386-018-0163-0,0.0,0.0,10.65,1.34,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,13.0,0.0,0.0,22.2,3.1
Glu,2018_sheth_276,3,10.1016/j.pscychresns.2018.04.004,0.0,0.0,2.34,0.12,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.7021999999999999,0.03,0.2978,0.03,24.0,5.0,19.0,36.2,9.7
Glu,2018_sheth_276,4,10.1016/j.pscychresns.2018.04.004,0.0,0.0,2.06,0.06,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.6139,0.043,0.3861,0.043,24.0,5.0,19.0,36.2,9.7
Glu,2018_soeiro-de-souza_3,1,10.1016/j.bpsc.2018.02.007,0.99,0.11,0.0,0.0,0.0,0.0,Control,GM,Anterior Cingulate Cortex Glutamatergic Metabolites and Mood Stabilizers in Euthymic Bipolar I Disorder Patients: A Proton Magnetic Resonance Spectroscopy Study.,0.6308,0.04,0.175,0.03,80.0,42.0,38.0,28.13,8.19
Glu,2018_tiwari_80,1,10.1002/mrm.27142,0.0,0.0,9.2,0.6,9.2,0.6,Healthy,GM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.61,0.03,0.23,0.02,6.0,3.0,3.0,27.0,5
Glu,2018_tiwari_80,2,10.1002/mrm.27142,0.0,0.0,6.44,0.44,6.44,0.44,Healthy,WM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.16,0.05,0.81,0.08,6.0,3.0,3.0,27.0,5
Glu,2018_tiwari_80,3,10.1002/mrm.27142,0.0,0.0,10.3,0.9,10.3,0.9,Healthy,WM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.0,0.0,0.0,0.0,6.0,3.0,3.0,27.0,5
Glu,2018_tiwari_80,5,10.1002/mrm.27142,0.0,0.0,9.15,0.81,9.15,0.81,Healthy,GM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.0,0.0,0.0,0.0,6.0,3.0,3.0,27.0,5
Glu,2018_tiwari_80,6,10.1002/mrm.27142,0.0,0.0,7.19,0.55,7.19,0.55,Healthy,GM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.0,0.0,0.0,0.0,6.0,3.0,3.0,27.0,5
Glu,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,1.567,0.215,2.736,0.272,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
Glu,2018_white_43,2,10.1038/s41386-018-0027-7,0.0,0.0,9.32,1.01,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Glu,2018_white_43,3,10.1038/s41386-018-0027-7,0.0,0.0,8.8,1.08,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Glu,2018_white_43,1,10.1038/s41386-018-0027-7,0.0,0.0,8.62,0.84,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Glu,2019_bossong_76,1,10.1001/jamapsychiatry.2018.3252,0.0,0.0,8.31,1.12,8.31,1.12,Control,GM,Association of Hippocampal Glutamate Levels With Adverse Outcomes in Individuals at Clinical High Risk for Psychosis.,0.64,0.07,0.33,0.08,30.0,16.0,14.0,24.7,3.8
Glu,2019_jelen_29,7,10.1016/j.euroneuro.2018.12.005,0.86,0.1,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Glu,2019_jelen_29,10,10.1016/j.euroneuro.2018.12.005,0.97,0.07,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Glu,2019_jelen_29,1,10.1016/j.euroneuro.2018.12.005,0.9,0.13,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Glu,2019_jelen_29,10,10.1016/j.euroneuro.2018.12.005,0.92,0.11,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
